City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
692,Nioki,CD,-2.7167,17.6833,72.59,91,44,2.39,scattered clouds
693,Baghdad,IQ,33.3406,44.4009,84.2,30,0,6.91,clear sky
694,Kaabong,UG,3.4836,34.1492,66.83,74,99,6.22,light rain
695,Diego De Almagro,CL,-26.3667,-70.05,74.79,22,1,11.7,clear sky
696,San Alberto,CO,7.7611,-73.3922,88.75,62,97,2.28,overcast clouds
697,Vieques,PR,18.425,-65.8329,84.2,65,20,21.85,few clouds
698,Brae,GB,60.3964,-1.353,44.6,65,90,12.66,overcast clouds
699,Jumla,NP,29.2747,82.1838,39.79,89,100,5.82,light rain
700,Mount Pleasant,US,32.7941,-79.8626,84.0,26,20,14.97,few clouds
701,Springbok,ZA,-29.6643,17.8865,64.71,45,0,2.04,clear sky
702,Akureyri,IS,65.6835,-18.0878,46.4,53,20,14.97,few clouds
703,Glazov,RU,58.1394,52.6584,43.57,54,100,10.92,overcast clouds
704,Ouro Preto Do Oeste,BR,-10.7481,-62.2158,81.57,85,87,4.29,overcast clouds
705,Usinsk,RU,65.9939,57.5281,34.34,89,99,10.58,overcast clouds
706,Ndele,CF,8.4109,20.6473,80.22,48,62,4.36,light rain
707,Paramonga,PE,-10.6667,-77.8333,71.4,79,15,9.15,few clouds
